UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
338,M00338,M,300.323,310.915,1250.963,33.593,172.883,0,0,0,0,0,0
339,M00339,L,297.297,306.618,1332.677,47.915,134.17,0,0,0,0,0,0
340,M00340,H,299.237,308.993,1337.672,54.426,160.706,0,0,0,0,0,0
341,M00341,L,301.209,311.726,1505.576,41.793,101.557,0,0,0,0,0,0
342,M00342,H,304.608,314.598,1791.754,39.527,115.432,0,0,0,0,0,0
343,M00343,H,297.844,308.259,1595.316,39.016,116.895,0,0,0,0,0,0
344,M00344,M,299.699,311.828,1301.925,35.294,132.886,0,0,0,0,0,0
345,M00345,M,298.552,307.199,1519.213,51.244,79.463,0,0,0,0,0,0
346,M00346,M,298.26,309.034,1482.261,38.922,196.474,0,0,0,0,0,0
347,M00347,H,298.57,308.483,1422.81,18.248,219.595,1,1,0,0,0,0
348,M00348,L,301.648,311.049,1496.608,48.842,82.829,0,0,0,0,0,0
349,M00349,M,299.024,310.31,1668.017,48.316,38.191,0,0,0,0,0,0
350,M00350,L,304.499,312.745,1341.616,40.431,25.832,0,0,0,0,0,0
351,M00351,M,300.832,307.992,1423.904,32.118,148.348,0,0,0,0,0,0
352,M00352,L,297.98,308.249,1716.067,28.398,161.149,0,0,0,0,0,0
353,M00353,M,299.267,309.101,1603.172,32.146,148.642,0,0,0,0,0,0
354,M00354,M,298.396,306.773,1781.405,41.988,154.661,0,0,0,0,0,0
355,M00355,L,301.6,309.547,1815.887,21.565,80.214,0,0,0,0,0,0
356,M00356,M,296.722,309.039,1200.681,44.244,0.0,0,0,0,0,0,0
357,M00357,M,297.318,307.874,1563.426,40.726,85.19,0,0,0,0,0,0
358,M00358,M,298.817,308.84,1388.25,52.873,235.771,0,0,0,0,0,0
359,M00359,L,301.366,314.0,1236.282,47.012,138.536,0,0,0,0,0,0
360,M00360,M,302.466,313.693,1326.377,32.769,149.718,0,0,0,0,0,0
361,M00361,H,302.761,314.884,1433.831,23.091,183.332,0,0,0,0,0,0
362,M00362,L,301.06,309.644,1435.205,31.788,61.194,0,0,0,0,0,0
363,M00363,L,299.834,308.373,1366.484,53.812,135.643,0,0,0,0,0,0
364,M00364,L,301.589,312.33,1496.999,42.944,155.854,0,0,0,0,0,0
365,M00365,M,297.711,308.208,2038.262,45.973,54.724,0,0,0,0,0,0
366,M00366,L,296.311,307.81,1120.452,33.708,145.47,0,0,0,0,0,0
367,M00367,M,300.873,308.916,1750.179,44.848,210.676,0,0,0,0,0,0
368,M00368,M,297.989,308.833,1495.958,24.798,91.951,0,0,0,0,0,0
369,M00369,L,299.869,311.057,1403.667,49.352,0.0,0,0,0,0,0,0
370,M00370,H,300.239,311.363,1100.0,28.446,132.082,0,0,0,0,0,0
371,M00371,M,300.496,310.008,1667.808,20.256,74.042,0,0,0,0,0,0
372,M00372,L,301.876,312.498,1182.987,62.623,132.676,1,0,1,0,0,0
373,M00373,L,301.664,310.733,1682.137,41.349,61.05,0,0,0,0,0,0
374,M00374,L,300.39,310.038,1883.093,41.072,124.268,0,0,0,0,0,0
375,M00375,L,299.116,307.864,1217.783,21.3,205.906,0,0,0,0,0,0
376,M00376,L,300.216,309.305,1757.039,46.226,118.054,0,0,0,0,0,0
377,M00377,H,298.808,308.518,1505.597,48.86,4.559,0,0,0,0,0,0
378,M00378,L,299.607,309.018,1100.0,38.007,146.301,0,0,0,0,0,0
379,M00379,L,305.236,314.326,1234.94,48.899,121.393,0,0,0,0,0,0
380,M00380,M,300.364,308.805,1539.21,51.705,134.926,0,0,0,0,0,0
381,M00381,M,300.9,313.254,1588.26,45.257,188.124,0,0,0,0,0,0
382,M00382,H,298.589,307.988,1152.248,18.338,83.245,0,0,0,0,0,0
383,M00383,M,302.04,312.436,1506.975,28.484,99.837,0,0,0,0,0,0
384,M00384,L,301.521,309.41,1681.182,56.869,47.94,0,0,0,0,0,0
385,M00385,L,301.535,313.164,1719.687,40.824,133.535,0,0,0,0,0,0
386,M00386,H,300.43,310.63,1409.176,40.869,131.7,0,0,0,0,0,0
387,M00387,M,302.068,311.536,1596.463,31.683,101.819,0,0,0,0,0,0
388,M00388,H,302.543,312.021,1735.936,33.625,172.296,0,0,0,0,0,0
389,M00389,L,300.566,311.609,1687.54,51.926,47.431,0,0,0,0,0,0
390,M00390,H,299.771,306.227,1696.116,54.985,128.887,0,0,0,0,0,0
391,M00391,M,301.789,310.8,1524.971,47.972,162.078,0,0,0,0,0,0
392,M00392,L,298.192,308.049,1479.206,45.516,82.056,0,0,0,0,0,0
393,M00393,M,298.564,308.407,1559.865,46.266,23.853,0,0,0,0,0,0
394,M00394,M,299.893,312.9,1331.971,39.296,1.325,0,0,0,0,0,0
395,M00395,L,296.517,306.112,1744.661,27.963,130.872,0,0,0,0,0,0
396,M00396,L,301.655,312.843,1163.311,25.802,238.582,0,0,0,0,0,0
397,M00397,H,298.074,310.248,1389.052,53.148,77.32,0,0,0,0,0,0
398,M00398,L,299.057,309.862,1492.027,39.671,151.593,0,0,0,0,0,0
399,M00399,L,299.573,308.765,1603.329,44.771,0.0,0,0,0,0,0,0
400,M00400,L,300.079,308.537,1644.656,42.108,146.129,0,0,0,0,0,0
401,M00401,L,299.313,310.207,1827.577,42.615,43.812,0,0,0,0,0,0
402,M00402,H,299.865,311.839,1517.105,43.449,92.467,0,0,0,0,0,0
403,M00403,M,299.881,310.536,1342.043,46.974,125.521,0,0,0,0,0,0
404,M00404,L,299.106,310.586,1468.092,32.324,3.745,0,0,0,0,0,0
405,M00405,H,298.454,311.564,1429.733,51.824,260.0,0,0,0,0,0,0
406,M00406,H,302.163,313.168,1614.385,32.623,77.628,0,0,0,0,0,0
407,M00407,L,295.791,304.47,1265.26,42.395,162.49,0,0,0,0,0,0
408,M00408,H,299.589,309.65,1461.405,28.17,224.487,1,1,0,0,0,0
409,M00409,L,299.062,310.706,1856.986,38.334,140.524,0,0,0,0,0,0
410,M00410,H,300.838,310.539,1539.567,33.402,34.06,0,0,0,0,0,0
411,M00411,M,297.091,308.898,1268.355,40.242,127.189,0,0,0,0,0,0
412,M00412,M,299.0,308.92,1425.247,47.354,0.0,0,0,0,0,0,0
413,M00413,L,299.795,310.196,1100.0,40.761,96.831,0,0,0,0,0,0
414,M00414,H,302.14,311.719,1487.051,59.609,237.383,1,1,0,0,0,0
415,M00415,L,300.664,310.856,1862.49,47.959,21.216,0,0,0,0,0,0
416,M00416,L,297.633,307.888,1238.947,37.715,62.308,0,0,0,0,0,0
417,M00417,L,299.025,307.095,1179.67,39.139,249.752,0,0,0,0,0,0
418,M00418,M,301.772,311.242,1356.283,43.778,107.803,0,0,0,0,0,0
419,M00419,L,297.598,306.119,1702.69,47.043,57.441,0,0,0,0,0,0
420,M00420,H,299.843,309.354,1875.02,27.659,147.244,0,0,0,0,0,0
421,M00421,M,299.982,309.028,1598.607,46.367,87.184,0,0,0,0,0,0
422,M00422,L,299.228,310.443,1217.1,27.919,0.0,0,0,0,0,0,0
423,M00423,L,305.392,316.62,1495.111,45.398,24.768,0,0,0,0,0,0
424,M00424,L,299.175,309.847,1893.674,51.001,260.0,1,0,0,0,1,0
425,M00425,M,300.9,309.378,1431.602,42.997,142.97,0,0,0,0,0,0
426,M00426,H,298.467,308.35,1530.904,16.743,222.458,0,0,0,0,0,0
427,M00427,L,301.055,309.439,1552.923,22.176,47.956,0,0,0,0,0,0
428,M00428,H,301.742,311.565,1159.91,45.627,116.148,0,0,0,0,0,0
429,M00429,L,298.824,309.601,1719.548,15.462,108.177,0,0,0,0,0,0
430,M00430,H,299.891,311.081,1687.828,46.099,81.69,0,0,0,0,0,0
431,M00431,H,298.209,308.777,1100.0,49.848,134.716,0,0,0,0,0,0
432,M00432,M,297.711,309.221,1207.257,51.352,41.966,0,0,0,0,0,0
433,M00433,M,302.074,312.385,1286.666,37.585,204.664,0,0,0,0,0,0
434,M00434,H,298.892,308.612,1664.637,44.385,152.708,0,0,0,0,0,0
435,M00435,L,295.173,306.221,1334.755,42.089,107.813,0,0,0,0,0,0
436,M00436,L,303.531,314.618,1588.297,25.272,129.329,0,0,0,0,0,0
437,M00437,L,298.396,307.767,1460.01,47.45,98.835,0,0,0,0,0,0
438,M00438,M,299.507,309.962,1515.658,53.905,0.0,0,0,0,0,0,0
439,M00439,M,303.282,312.929,1609.106,46.894,50.653,0,0,0,0,0,0
440,M00440,M,299.717,307.306,1559.914,34.972,107.395,0,0,0,0,0,0
441,M00441,H,299.673,310.201,1495.826,47.399,95.304,0,0,0,0,0,0
442,M00442,L,297.544,305.99,1571.958,52.976,165.331,0,0,0,0,0,0
443,M00443,M,296.73,307.124,1547.734,51.662,159.226,0,0,0,0,0,0
444,M00444,L,299.667,307.825,1453.873,50.269,80.811,0,0,0,0,0,0
445,M00445,L,300.726,309.862,1405.128,24.081,53.011,0,0,0,0,0,0
446,M00446,M,300.611,310.091,1913.697,43.982,172.838,0,0,0,0,0,0
447,M00447,H,299.037,310.48,1402.605,46.456,133.25,0,0,0,0,0,0
448,M00448,M,300.041,309.4,1800.739,50.387,76.489,0,0,0,0,0,0
449,M00449,L,296.326,305.036,1349.272,45.156,40.062,0,0,0,0,0,0
450,M00450,M,300.92,311.358,1678.238,55.52,72.692,0,0,0,0,0,0
451,M00451,L,300.323,310.062,1892.427,21.722,147.437,0,0,0,0,0,0
452,M00452,H,303.947,314.896,1425.749,45.583,238.076,0,0,0,0,0,0
453,M00453,M,300.015,308.801,1353.174,44.79,105.166,0,0,0,0,0,0
454,M00454,L,298.115,308.368,1405.569,49.027,61.69,0,0,0,0,0,0
455,M00455,L,299.899,312.862,1495.739,55.421,260.0,0,0,0,0,0,0
456,M00456,L,299.344,309.057,1570.812,31.117,93.968,0,0,0,0,0,0
457,M00457,H,300.869,311.093,1491.201,55.085,64.412,0,0,0,0,0,0
458,M00458,L,300.054,308.061,1407.603,48.149,91.488,0,0,0,0,0,0
459,M00459,M,297.48,306.457,1929.999,38.128,88.002,0,0,0,0,0,0
460,M00460,M,296.729,307.28,1455.903,30.912,208.939,0,0,0,0,0,0
461,M00461,M,300.526,310.13,1363.578,41.963,2.839,0,0,0,0,0,0
462,M00462,L,302.766,313.504,1682.712,42.857,161.616,0,0,0,0,0,0
463,M00463,H,300.159,310.669,1686.216,43.412,119.233,0,0,0,0,0,0
464,M00464,L,301.627,310.045,1810.748,33.731,81.031,0,0,0,0,0,0
465,M00465,M,302.026,313.244,1924.13,46.093,96.486,0,0,0,0,0,0
466,M00466,M,300.534,309.042,1576.18,35.945,102.452,0,0,0,0,0,0
467,M00467,M,298.371,307.453,1436.584,52.166,126.166,0,0,0,0,0,0
468,M00468,H,300.391,310.666,1100.0,57.102,88.407,1,0,1,0,0,0
469,M00469,L,302.414,314.295,1293.673,31.874,115.414,0,0,0,0,0,0
470,M00470,M,301.06,309.855,1545.884,40.599,65.586,0,0,0,0,0,0
471,M00471,L,301.496,311.674,1240.193,49.722,260.0,0,0,0,0,0,0
472,M00472,L,299.075,309.262,1151.273,42.759,190.649,0,0,0,0,0,0
473,M00473,L,299.595,310.384,1514.482,26.475,154.199,0,0,0,0,0,0
474,M00474,L,299.763,311.183,1670.887,48.648,88.933,0,0,0,0,0,0
475,M00475,L,299.897,309.412,1445.775,33.942,177.502,0,0,0,0,0,0
476,M00476,L,302.336,313.55,1697.293,42.005,140.95,0,0,0,0,0,0
477,M00477,L,295.306,306.902,1635.648,30.06,128.334,0,0,0,0,0,0
478,M00478,M,300.061,312.202,1752.831,47.946,82.688,0,0,0,0,0,0
479,M00479,M,299.841,310.443,1978.156,35.79,139.221,0,0,0,0,0,0
480,M00480,L,297.257,307.446,2075.086,49.004,237.849,1,0,0,0,1,0
481,M00481,L,301.344,310.774,1660.968,37.851,125.647,0,0,0,0,0,0
482,M00482,L,298.551,306.8,1398.833,35.188,101.542,0,0,0,0,0,0
483,M00483,M,299.286,308.952,1513.604,44.122,126.946,0,0,0,0,0,0
484,M00484,L,303.698,313.832,1846.116,29.256,123.065,0,0,0,0,0,0
485,M00485,L,302.02,311.889,1303.491,57.982,81.701,1,0,1,0,0,0
486,M00486,L,301.149,311.866,1818.485,41.856,68.115,0,0,0,0,0,0
487,M00487,L,300.762,309.017,1462.617,34.337,175.528,0,0,0,0,0,0
488,M00488,L,299.671,309.452,1549.968,36.007,204.374,0,0,0,0,0,0
489,M00489,M,303.999,316.392,1322.309,40.176,260.0,0,0,0,0,0,0
490,M00490,M,301.604,312.799,1208.78,49.958,152.078,0,0,0,0,0,0
491,M00491,M,298.501,309.24,1438.656,31.055,128.17,0,0,0,0,0,0
492,M00492,M,297.2,307.669,1786.663,36.312,183.125,0,0,0,0,0,0
493,M00493,M,301.134,310.695,1345.569,39.505,56.439,0,0,0,0,0,0
494,M00494,L,299.888,307.783,1854.755,55.425,164.98,0,0,0,0,0,0
495,M00495,M,297.142,307.691,1373.968,49.991,192.714,0,0,0,0,0,0
496,M00496,M,300.857,307.919,1264.99,55.902,191.696,1,0,1,0,0,0
497,M00497,L,299.462,309.071,1555.8,40.31,236.71,0,0,0,0,0,0
498,M00498,M,301.061,311.057,1649.396,54.328,78.111,0,0,0,0,0,0
499,M00499,L,300.883,310.347,1541.379,52.673,85.536,0,0,0,0,0,0
500,M00500,M,298.783,311.389,1533.21,46.968,104.939,0,0,0,0,0,0
501,M00501,M,301.266,313.455,1852.651,47.77,41.911,0,0,0,0,0,0
502,M00502,H,299.004,310.244,1520.881,34.054,157.688,0,0,0,0,0,0
503,M00503,H,299.134,308.024,1396.511,58.283,167.261,1,0,1,0,0,0
504,M00504,M,298.935,311.241,1250.747,37.549,159.309,0,0,0,0,0,0
505,M00505,M,302.262,313.005,1780.2,45.597,130.457,0,0,0,0,0,0
506,M00506,M,299.439,308.308,1406.351,46.767,190.407,0,0,0,0,0,0
507,M00507,L,302.745,312.784,1427.817,26.287,160.262,0,0,0,0,0,0
508,M00508,H,303.567,314.717,1731.413,39.489,77.824,0,0,0,0,0,0
509,M00509,L,298.523,307.804,1951.913,42.034,0.0,0,0,0,0,0,0
510,M00510,L,294.158,304.327,1555.293,38.866,96.842,0,0,0,0,0,0
511,M00511,L,302.089,312.469,1469.86,39.608,122.734,0,0,0,0,0,0
512,M00512,H,299.316,307.995,1498.756,54.927,123.315,0,0,0,0,0,0
513,M00513,L,298.268,307.944,1399.782,31.729,107.455,0,0,0,0,0,0
514,M00514,L,298.823,307.592,1421.714,27.312,82.423,0,0,0,0,0,0
515,M00515,L,299.17,310.213,1422.892,34.135,60.724,0,0,0,0,0,0
516,M00516,L,302.594,311.505,1700.36,47.442,47.692,0,0,0,0,0,0
517,M00517,L,300.32,310.67,1480.602,48.417,150.447,0,0,0,0,0,0
518,M00518,M,302.567,310.899,1799.049,46.06,196.18,0,0,0,0,0,0
519,M00519,L,300.988,309.628,1474.419,49.118,32.414,0,0,0,0,0,0
520,M00520,H,299.382,307.963,1419.254,42.56,115.71,0,0,0,0,0,0
521,M00521,H,299.219,308.872,1781.133,34.82,175.211,0,0,0,0,0,0
522,M00522,L,301.123,311.34,1504.741,30.548,106.778,0,0,0,0,0,0
523,M00523,L,301.641,312.079,1472.184,27.379,170.12,0,0,0,0,0,0
524,M00524,M,301.994,309.867,1507.383,37.728,195.484,0,0,0,0,0,0
525,M00525,L,299.477,309.275,1822.663,47.883,147.608,0,0,0,0,0,0
526,M00526,L,300.35,309.45,1567.337,42.369,85.303,0,0,0,0,0,0
527,M00527,H,301.168,311.809,1774.886,40.229,212.054,0,0,0,0,0,0
528,M00528,H,299.232,308.911,1448.383,29.446,101.278,0,0,0,0,0,0
529,M00529,M,297.73,307.633,1739.669,65.793,101.28,1,0,0,1,0,0
530,M00530,L,298.387,307.494,1552.291,31.745,156.042,0,0,0,0,0,0
531,M00531,M,299.518,311.588,1694.167,41.206,98.897,0,0,0,0,0,0
532,M00532,M,301.324,309.784,1712.662,50.03,104.333,0,0,0,0,0,0
533,M00533,L,302.518,312.038,1292.844,40.423,93.838,0,0,0,0,0,0
534,M00534,M,297.288,307.417,1515.831,31.931,107.354,0,0,0,0,0,0
535,M00535,L,298.805,308.504,1710.584,48.087,133.788,0,0,0,0,0,0
536,M00536,L,299.284,308.368,1745.627,26.604,0.0,0,0,0,0,0,0
537,M00537,M,301.589,309.415,1775.756,57.42,113.146,0,0,0,0,0,0
538,M00538,L,298.944,308.114,1523.04,42.822,0.0,0,0,0,0,0,0
539,M00539,L,299.141,307.989,1838.846,37.466,91.538,0,0,0,0,0,0
540,M00540,H,297.176,309.191,1355.415,25.836,143.668,0,0,0,0,0,0
541,M00541,H,300.967,313.684,1171.152,28.48,97.077,0,0,0,0,0,0
542,M00542,M,299.677,309.616,1438.926,39.479,169.207,0,0,0,0,0,0
543,M00543,H,298.692,307.006,1763.085,58.927,144.334,0,0,0,0,0,0
544,M00544,H,299.481,310.367,1261.034,42.33,0.0,0,0,0,0,0,0
545,M00545,L,302.254,311.077,1176.631,43.471,203.856,0,0,0,0,0,0
546,M00546,L,297.99,307.331,1121.488,43.861,137.478,0,0,0,0,0,0
547,M00547,L,298.317,307.562,1661.908,63.64,80.154,0,0,0,0,0,0
548,M00548,L,302.505,311.904,1181.527,35.586,87.114,0,0,0,0,0,0
549,M00549,M,300.152,309.726,1620.787,55.655,0.0,0,0,0,0,0,0
550,M00550,L,301.34,309.763,1427.821,36.014,135.246,0,0,0,0,0,0
551,M00551,L,300.804,309.961,1330.468,32.964,165.584,0,0,0,0,0,0
552,M00552,L,299.929,311.153,1280.281,39.204,72.399,0,0,0,0,0,0
553,M00553,L,299.303,309.263,1545.384,39.155,56.653,0,0,0,0,0,0
554,M00554,H,301.663,311.813,1334.085,45.62,129.837,0,0,0,0,0,0
555,M00555,L,302.325,309.646,1498.906,16.76,203.627,0,0,0,0,0,0
556,M00556,L,302.168,313.306,1588.309,41.479,196.357,0,0,0,0,0,0
557,M00557,L,297.629,306.806,1634.785,34.013,178.025,0,0,0,0,0,0
558,M00558,L,302.61,313.959,1705.55,32.76,260.0,0,0,0,0,0,0
559,M00559,M,299.284,309.469,1536.24,27.042,184.704,0,0,0,0,0,0
560,M00560,L,298.49,307.815,1268.98,36.352,200.967,0,0,0,0,0,0
561,M00561,L,299.661,307.648,1602.46,34.834,126.096,0,0,0,0,0,0
562,M00562,L,301.662,314.272,1644.365,35.734,95.732,0,0,0,0,0,0
563,M00563,H,301.081,312.045,1460.057,23.614,199.427,0,0,0,0,0,0
564,M00564,M,299.489,310.525,1436.661,40.981,51.327,0,0,0,0,0,0
565,M00565,M,301.675,313.858,2044.539,32.084,149.665,0,0,0,0,0,0
566,M00566,M,300.28,310.549,1215.529,23.65,77.445,0,0,0,0,0,0
567,M00567,M,298.854,310.477,1608.608,34.518,143.748,0,0,0,0,0,0
568,M00568,L,298.584,308.01,1730.127,32.259,138.753,0,0,0,0,0,0
569,M00569,L,300.82,311.706,1424.922,40.411,131.408,0,0,0,0,0,0
570,M00570,M,299.835,309.079,1462.926,34.385,118.76,0,0,0,0,0,0
571,M00571,L,297.249,306.644,1411.677,25.505,157.277,0,0,0,0,0,0
572,M00572,H,301.694,311.811,1500.049,31.116,168.496,0,0,0,0,0,0
573,M00573,L,299.039,307.519,1697.888,22.733,22.077,0,0,0,0,0,0
574,M00574,M,303.184,313.58,1456.394,51.371,116.824,0,0,0,0,0,0
575,M00575,H,297.194,306.82,2184.33,52.979,90.734,1,0,0,1,0,0
576,M00576,M,299.639,307.254,1400.398,54.189,133.589,0,0,0,0,0,0
577,M00577,H,298.6,308.051,1803.053,34.102,90.871,0,0,0,0,0,0
578,M00578,M,298.049,307.635,1619.663,52.971,209.257,0,0,0,0,0,0
579,M00579,H,299.026,310.05,1523.864,44.07,115.222,0,0,0,0,0,0
580,M00580,L,303.541,313.883,1823.567,31.778,189.058,0,0,0,0,0,0
581,M00581,L,300.287,312.024,1147.983,33.715,53.348,0,0,0,0,0,0
582,M00582,M,298.417,309.041,1593.539,38.28,100.349,0,0,0,0,0,0
583,M00583,L,296.343,305.678,1342.396,41.025,76.971,0,0,0,0,0,0
584,M00584,L,296.557,306.487,1404.083,43.629,147.558,0,0,0,0,0,0
585,M00585,H,298.927,308.509,1393.739,39.982,37.051,0,0,0,0,0,0
586,M00586,M,298.733,309.318,1287.959,36.515,0.382,0,0,0,0,0,0
587,M00587,L,299.552,309.624,1136.432,53.521,76.208,0,0,0,0,0,0
588,M00588,L,295.456,304.701,1585.533,38.862,159.277,0,0,0,0,0,0
589,M00589,L,299.817,309.827,1485.509,38.29,63.318,0,0,0,0,0,0
590,M00590,L,302.055,312.609,1433.87,37.827,138.59,0,0,0,0,0,0
591,M00591,H,303.246,312.038,1667.018,38.868,74.688,0,0,0,0,0,0
592,M00592,L,296.211,306.592,1599.426,26.376,0.0,0,0,0,0,0,0
593,M00593,L,298.397,306.503,1441.296,29.969,179.636,0,0,0,0,0,0
594,M00594,M,298.292,309.618,2171.203,64.46,165.456,1,0,0,1,0,0
595,M00595,L,300.291,310.924,1723.958,23.496,117.212,0,0,0,0,0,0
596,M00596,L,297.56,309.516,2037.856,42.718,123.002,0,0,0,0,0,0
597,M00597,M,303.365,312.025,1408.71,43.425,105.473,0,0,0,0,0,0
598,M00598,M,300.087,311.447,1554.934,50.127,47.72,0,0,0,0,0,0
599,M00599,H,299.754,310.877,1227.581,43.668,211.42,0,0,0,0,0,0
600,M00600,M,303.185,312.967,1427.295,58.909,112.957,1,0,1,0,0,0
601,M00601,L,299.968,309.516,1371.529,42.396,145.315,0,0,0,0,0,0
602,M00602,M,300.801,309.498,2159.011,53.479,85.082,1,0,0,1,0,0
603,M00603,H,298.498,306.883,1347.655,50.4,151.001,0,0,0,0,0,0
604,M00604,M,297.259,306.358,1448.513,55.42,200.161,1,0,1,0,0,0
605,M00605,H,298.779,307.272,1180.193,40.248,131.664,0,0,0,0,0,0
606,M00606,M,304.374,316.289,1617.419,43.979,145.24,0,0,0,0,0,0
607,M00607,H,301.266,309.464,1301.95,36.308,181.46,0,0,0,0,0,0
608,M00608,L,300.549,310.728,1702.08,41.598,169.514,0,0,0,0,0,0
609,M00609,M,298.047,308.57,1106.569,42.15,193.09,0,0,0,0,0,0
610,M00610,L,301.823,312.252,1473.243,19.226,142.461,0,0,0,0,0,0
611,M00611,M,297.285,307.819,1100.0,38.569,142.423,0,0,0,0,0,0
612,M00612,M,296.866,308.002,1392.087,48.899,136.756,0,0,0,0,0,0
613,M00613,H,298.882,308.347,1436.813,26.498,180.533,0,0,0,0,0,0
614,M00614,H,303.909,314.014,1368.213,30.137,89.778,0,0,0,0,0,0
615,M00615,L,303.796,313.444,1389.952,51.556,157.139,0,0,0,0,0,0
616,M00616,M,299.098,310.661,1713.657,53.431,260.0,0,0,0,0,0,0
617,M00617,M,298.652,311.171,1978.38,33.792,145.127,0,0,0,0,0,0
618,M00618,L,296.719,305.287,1574.648,41.74,36.199,0,0,0,0,0,0
619,M00619,L,300.156,307.719,1310.79,39.219,99.689,0,0,0,0,0,0
620,M00620,L,300.324,311.007,1514.097,51.77,163.455,0,0,0,0,0,0
621,M00621,M,301.579,312.864,1422.061,34.667,73.058,0,0,0,0,0,0
622,M00622,L,301.821,314.17,1695.666,36.214,51.547,0,0,0,0,0,0
623,M00623,H,299.605,310.491,1563.329,53.408,23.451,0,0,0,0,0,0
624,M00624,L,301.112,312.787,1152.885,29.967,105.42,0,0,0,0,0,0
625,M00625,H,298.599,310.591,1741.546,35.02,232.82,0,0,0,0,0,0
626,M00626,L,301.074,312.832,1712.705,41.329,82.817,0,0,0,0,0,0
627,M00627,M,298.986,310.043,1828.906,55.238,181.308,0,0,0,0,0,0
628,M00628,L,300.919,309.38,1386.383,28.065,100.467,0,0,0,0,0,0
629,M00629,M,300.757,310.747,1566.214,32.894,92.891,0,0,0,0,0,0
630,M00630,H,300.138,310.498,1239.349,45.926,156.187,0,0,0,0,0,0
631,M00631,H,301.589,311.469,1488.726,47.469,12.641,0,0,0,0,0,0
632,M00632,H,296.859,306.813,1587.337,42.116,236.856,0,0,0,0,0,0
633,M00633,L,297.87,309.751,1360.068,38.833,157.612,0,0,0,0,0,0
634,M00634,L,299.46,308.552,1575.315,41.297,193.599,0,0,0,0,0,0
635,M00635,L,297.113,308.072,1536.96,24.927,101.949,1,0,0,0,0,1
636,M00636,L,299.186,309.566,1401.036,41.014,154.747,0,0,0,0,0,0
637,M00637,M,299.251,308.222,1807.444,54.821,185.296,1,1,0,0,0,0
638,M00638,M,302.619,311.327,1448.423,26.799,113.65,0,0,0,0,0,0
639,M00639,M,300.285,308.243,1529.227,32.159,58.876,0,0,0,0,0,0
640,M00640,H,302.059,312.642,1177.281,36.031,53.981,0,0,0,0,0,0
641,M00641,M,300.603,310.527,1614.222,36.661,90.403,0,0,0,0,0,0
642,M00642,H,298.929,307.938,1395.083,58.414,135.889,1,0,1,0,0,0
643,M00643,L,300.267,308.016,1710.586,30.681,108.602,0,0,0,0,0,0
644,M00644,L,301.459,311.978,1211.548,28.683,85.741,0,0,0,0,0,0
645,M00645,M,302.387,312.178,1594.753,47.711,167.462,0,0,0,0,0,0
646,M00646,H,299.735,308.879,1100.0,33.531,87.726,0,0,0,0,0,0
647,M00647,L,296.705,305.548,1635.491,47.877,78.168,0,0,0,0,0,0
648,M00648,M,296.564,306.278,1461.543,38.029,185.757,0,0,0,0,0,0
649,M00649,M,299.347,309.911,1587.858,44.59,158.539,0,0,0,0,0,0
650,M00650,L,295.324,304.928,1367.964,24.321,34.248,0,0,0,0,0,0
651,M00651,L,303.59,312.164,1291.154,44.557,26.841,0,0,0,0,0,0
652,M00652,H,301.194,311.124,1404.409,42.178,42.459,0,0,0,0,0,0
653,M00653,M,298.729,309.983,1542.243,37.446,117.856,0,0,0,0,0,0
654,M00654,L,297.781,307.829,1626.846,27.673,202.491,0,0,0,0,0,0
655,M00655,H,302.056,312.138,1566.846,42.168,221.317,0,0,0,0,0,0
656,M00656,L,297.773,307.382,1293.913,47.24,172.534,0,0,0,0,0,0
657,M00657,H,297.964,306.896,1904.289,34.688,253.902,1,0,0,0,1,0
658,M00658,L,298.468,307.361,1573.219,34.885,134.114,0,0,0,0,0,0
659,M00659,M,300.228,308.234,1363.08,47.939,197.632,0,0,0,0,0,0
660,M00660,L,301.242,312.659,1593.328,57.102,80.016,0,0,0,0,0,0
661,M00661,L,302.385,312.94,1556.317,49.396,11.073,0,0,0,0,0,0
662,M00662,H,302.09,312.189,1461.427,42.295,98.394,0,0,0,0,0,0
663,M00663,L,300.002,310.356,1435.586,37.568,111.24,0,0,0,0,0,0
664,M00664,L,302.041,312.448,1716.672,39.725,260.0,0,0,0,0,0,0
665,M00665,L,298.658,307.777,1880.126,26.745,119.97,0,0,0,0,0,0
666,M00666,M,296.358,305.968,1100.0,38.456,48.753,0,0,0,0,0,0
667,M00667,H,298.658,308.089,1770.718,51.199,187.525,0,0,0,0,0,0
668,M00668,H,298.387,311.401,1504.384,40.396,66.829,0,0,0,0,0,0
669,M00669,L,298.736,309.96,1552.072,33.745,130.048,0,0,0,0,0,0
670,M00670,L,298.081,308.283,1797.361,32.82,181.41,0,0,0,0,0,0
671,M00671,L,299.078,310.717,1100.0,39.682,54.785,0,0,0,0,0,0
672,M00672,M,301.24,312.728,1679.254,27.654,226.222,1,1,0,0,0,0
673,M00673,H,303.431,311.774,1782.149,30.914,198.876,0,0,0,0,0,0
674,M00674,M,296.549,306.282,1348.504,55.328,144.73,1,0,1,0,0,0
675,M00675,M,297.425,307.405,1193.33,29.639,242.618,0,0,0,0,0,0
676,M00676,L,298.417,309.151,1860.784,31.985,93.243,0,0,0,0,0,0
